company_id;company_name;date_first_certified;date_certified;current_status;industry;industry_category;country;state;city;sector;size;website;assessment_year;overall_score;impact_area_community;impact_area_customers;impact_area_environment;impact_area_governance;impact_area_workers;certification_cycle
0013b00001qDrOwAAK;Barkley;26/02/21;26/02/21;certified;Marketing & Communications Services;Business Products & Services;United States;Missouri;Kansas City;Service with Minor Environmental Footprint;250-999;www.barkleyus.com;2019;93.4;25.5;9.4;12.3;11.3;34.7;1.0
001C000001k9Q5VIAU;CIRCA5000;20/07/20;20/07/20;certified;Investment Advisor;Financial Services;United Kingdom;London Borough of Hackney;London;Service with Minor Environmental Footprint;Oct-49;circa5000.com;2019;117.3;19.7;44.1;10.8;12.7;29.7;1.0
001C000001gzZ5mIAE;Raiffeisen Servizi Assicurativi Srl SB;10/05/19;10/05/19;certified;Insurance;Financial Services;Italy;South Tyrol;Bolzano;Service with Minor Environmental Footprint;Oct-49;www.rvd.bz.it/it.html;2018;83.7;39.8;3.9;5.6;10.0;24.2;1.0
001C000001h0H7RIAU;Wildling Shoes;28/12/21;28/12/21;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Germany;North Rhine Westphalia;Gummersbach;Wholesale/Retail;50-249;www.wildling.shoes;2019;85.7;21.9;3.3;21.6;14.6;24.2;1.0
001C000001ix7DtIAI;RH PERFORMANCES;31/07/19;31/07/19;certified;HR Consulting & Recruiting;Business Products & Services;France;HAUTS DE FRANCE;MARCQ EN BAROEUL;Service with Minor Environmental Footprint;Oct-49;www.rhperformances.fr;2019;83.6;23.1;7.8;8.3;11.5;32.7;1.0
001C000001lPqKHIA0;Campion Capital;14/01/21;14/01/21;certified;Other;Financial Services;United Kingdom;London;London;Service with Minor Environmental Footprint;Oct-49;campioncapital.com;2019;80.6;15.3;3.6;7.7;17.0;36.7;1.0
001C0000012ce1jIAA;CleanChoice Energy;27/02/13;14/08/20;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;District of Columbia;Washington;Service with Significant Environmental Footprint;50-249;www.cleanchoiceenergy.com;2019;80.7;12.0;3.1;38.5;9.6;17.2;1.0
001C0000012ce1jIAA;CleanChoice Energy;27/02/13;21/07/16;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;District of Columbia;Washington;Service with Significant Environmental Footprint;Oct-49;www.cleanchoiceenergy.com;2016;120.2;26.5;0.0;40.1;23.4;30.2;2.0
001C0000012ce1jIAA;CleanChoice Energy;27/02/13;28/08/15;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;District of Columbia;Washington;Service with Significant Environmental Footprint;Oct-49;www.cleanchoiceenergy.com;2015;113.1;18.4;0.2;42.6;18.4;33.4;3.0
001C000001MWpE1IAL;North Coast Brewing Co., Inc.;09/09/15;13/04/21;certified;Food & Beverage;Consumer Products & Services;United States;California;Fort Bragg;Manufacturing;50-249;www.northcoastbrewing.com;2020;96.2;30.1;4.0;26.5;17.2;18.2;1.0
001C000001MWpE1IAL;North Coast Brewing Co., Inc.;09/09/15;05/12/17;certified;Food & Beverage;Consumer Products & Services;United States;California;Fort Bragg;Manufacturing;50-249;www.northcoastbrewing.com;2017;100.2;22.9;0.0;44.1;15.9;17.3;2.0
001C000001MWpE1IAL;North Coast Brewing Co., Inc.;09/09/15;09/09/15;certified;Food & Beverage;Consumer Products & Services;United States;California;Fort Bragg;Manufacturing;50-249;www.northcoastbrewing.com;2015;82.1;18.7;0.0;39.9;5.9;17.5;3.0
001C000001P7xnfIAB;Modern Species;05/09/18;05/09/18;certified;Marketing & Communications Services;Business Products & Services;United States;Washington;Olympia;Service with Minor Environmental Footprint;01-Sep;modernspecies.com;2017;88.8;26.5;17.2;8.9;14.6;21.4;1.0
001C000001iyfeuIAA;Good-Loop;17/06/19;17/06/19;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;Scotland;Edinburgh;Service with Minor Environmental Footprint;01-Sep;www.good-loop.com;2018;84.3;20.7;26.6;3.3;12.6;20.9;1.0
001C000001TZaqSIAT;Sagent;09/01/19;09/01/19;certified;Marketing & Communications Services;Business Products & Services;United States;California;Sacramento;Service with Minor Environmental Footprint;Oct-49;sagentmarketing.com;2017;92.8;28.6;12.2;12.6;7.2;32.0;1.0
0013b00001u8iErAAI;Danone Nordics;05/01/22;05/01/22;certified;Food & Beverage;Consumer Products & Services;Sweden;Stockholm County;Stockholm;Manufacturing;250-999;danone.se;2021;94.9;14.5;5.2;29.4;17.3;28.3;1.0
001C000001iDEvAIAW;Modern Adventure;30/05/19;30/05/19;certified;Travel & Leisure;Restaurant, Hospitality & Travel;United States;Oregon;Portland;Service with Minor Environmental Footprint;Oct-49;modernadventure.com;2019;83.4;24.9;3.3;4.6;19.2;31.2;1.0
001C000001TaSMtIAN;Ethikos 3.0;08/03/17;14/03/22;certified;HR Consulting & Recruiting;Business Products & Services;Spain;Catalonia;El Masnou;Service with Minor Environmental Footprint;01-Sep;www.ethikos.es/en/;2020;87.3;18.4;18.2;8.3;15.8;26.3;1.0
001C000001TaSMtIAN;Ethikos 3.0;08/03/17;08/03/17;certified;HR Consulting & Recruiting;Business Products & Services;Spain;Catalonia;El Masnou;Service with Minor Environmental Footprint;01-Sep;www.ethikos.es/en/;2016;84.5;32.3;16.5;3.3;11.9;20.5;2.0
001C000001aiWpGIAU;Flow Hive (BeeInventive Pty Ltd);13/07/18;09/11/21;certified;Other;Agriculture;Australia;New South Wales;Byron Bay;Manufacturing;Oct-49;honeyflow.com;2021;111.8;19.8;4.7;51.3;15.5;20.2;1.0
001C000001aiWpGIAU;Flow Hive (BeeInventive Pty Ltd);13/07/18;13/07/18;certified;Other;Agriculture;Australia;New South Wales;Byron Bay;Manufacturing;Oct-49;honeyflow.com;2018;92.6;16.4;0.0;44.2;8.9;23.0;2.0
001C000001UDlNxIAL;PRAGMA;27/12/17;27/12/17;certified;Investment Advisor;Financial Services;Brazil;SP;São Paulo;Service with Minor Environmental Footprint;Oct-49;pragmabr.com;2017;80.8;20.5;3.6;8.2;19.1;29.4;1.0
0013b00001tyYWtAAM;Mesh Energy Ltd;19/11/21;19/11/21;certified;Architecture/Design/Planning;Building;United Kingdom;Surrey;Farnham;Service with Minor Environmental Footprint;01-Sep;www.mesh-energy.com;2020;98.7;18.8;3.2;22.4;18.5;35.5;1.0
001C000001XeAQaIAN;Baabuk Sàrl;21/07/17;27/05/21;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Switzerland;Vaud;Renens;Wholesale/Retail;01-Sep;www.baabuk.com;2020;89.6;32.4;3.7;15.3;15.1;22.9;1.0
001C000001XeAQaIAN;Baabuk Sàrl;21/07/17;21/07/17;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Switzerland;Vaud;Renens;Wholesale/Retail;01-Sep;www.baabuk.com;2016;80.1;37.0;0.0;11.7;10.8;20.6;2.0
001C000001Z6XjQIAV;Banyan Botanicals;17/05/19;17/05/19;certified;Home & Personal Care;Consumer Products & Services;United States;Oregon;Ashland;Manufacturing;50-249;www.banyanbotanicals.com;2018;89.7;25.7;;29.1;12.2;22.6;1.0
001C0000012FGF8IAO;Step Beyond Strategy Pty Ltd;23/02/16;07/05/18;certified;Management and Financial Consulting;Business Products & Services;Australia;Western Australia;Perth;Service with Minor Environmental Footprint;0;www.stepbeyond.com.au;2018;103.4;35.1;38.5;19.7;10.0;;1.0
001C0000012FGF8IAO;Step Beyond Strategy Pty Ltd;23/02/16;23/02/16;certified;Management and Financial Consulting;Business Products & Services;Australia;Western Australia;Perth;Service with Minor Environmental Footprint;0;www.stepbeyond.com.au;2016;100.7;36.3;41.4;13.8;9.2;0.0;2.0
0013b00001p3jAkAAI;Big Lemon;22/02/22;22/02/22;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;Wales;Caerphilly;Service with Minor Environmental Footprint;01-Sep;biglemon.co.uk;2019;104.0;22.4;23.3;5.0;16.5;36.5;1.0
001C000001lN3UAIA0;Rethinc Real Estate;24/07/20;24/07/20;certified;Research & Design;Business Products & Services;United States;Pennsylvania;Philadelphia;Service with Minor Environmental Footprint;01-Sep;www.rethincrealestate.com;2019;81.9;28.5;4.7;5.2;16.7;26.6;1.0
001C000001Ui3bTIAR;Resource Futures;25/10/16;30/01/20;certified;Sustainability Consulting;Business Products & Services;United Kingdom;Bristol;Bristol;Service with Minor Environmental Footprint;Oct-49;www.resourcefutures.co.uk;2019;117.6;21.0;2.7;39.7;19.3;34.7;1.0
001C000001Ui3bTIAR;Resource Futures;25/10/16;25/10/16;certified;Sustainability Consulting;Business Products & Services;United Kingdom;Bristol;Bristol;Service with Minor Environmental Footprint;Oct-49;www.resourcefutures.co.uk;2016;104.2;24.7;20.0;18.0;11.9;29.6;2.0
0013b00001qFlkoAAC;MINNA Goods LLC;25/10/21;25/10/21;certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;United States;New York;Hudson;Wholesale/Retail;01-Sep;www.minna-goods.com;2020;104.3;48.1;8.9;13.4;15.6;18.1;1.0
001C000001gecDtIAI;The Change Collective;05/07/18;05/04/22;certified;Management and Financial Consulting;Business Products & Services;Netherlands The;North Holland;Amsterdam;Service with Minor Environmental Footprint;01-Sep;thechangecollective.nl;2021;101.2;14.4;20.1;13.3;19.8;33.4;1.0
001C000001gecDtIAI;The Change Collective;05/07/18;05/07/18;certified;Management and Financial Consulting;Business Products & Services;Netherlands The;North Holland;Amsterdam;Service with Minor Environmental Footprint;01-Sep;thechangecollective.nl;2018;87.3;20.0;15.8;11.0;9.4;30.8;2.0
0013b00001vJZDoAAO;FUTUREPROOF TECH LTD;13/12/21;13/12/21;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;Essex;Wickford;Service with Minor Environmental Footprint;01-Sep;poweredbyfutureproof.com;2021;107.6;11.8;24.8;14.4;20.0;36.5;1.0
0013b00001u7PO8AAM;Gymnasium;11/12/21;11/12/21;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;London Borough of Lambeth;London;Service with Significant Environmental Footprint;01-Sep;www.gymnasium.fit;2020;90.2;15.2;15.8;12.9;16.4;29.7;1.0
001C000001NsGAFIA3;Boly:Welch;04/02/16;22/02/18;certified;HR Consulting & Recruiting;Business Products & Services;United States;Oregon;Portland;Service with Minor Environmental Footprint;Oct-49;www.bolywelch.com;2017;103.6;43.0;0.0;12.5;20.2;27.9;1.0
001C000001NsGAFIA3;Boly:Welch;04/02/16;04/02/16;certified;HR Consulting & Recruiting;Business Products & Services;United States;Oregon;Portland;Service with Minor Environmental Footprint;Oct-49;www.bolywelch.com;2015;88.5;28.2;0.0;11.4;17.9;30.8;2.0
001C000001NsTLjIAN;Cotswold Fayre Ltd;14/09/15;11/02/21;certified;Food & Beverage;Consumer Products & Services;United Kingdom;West Berkshire;Theale;Wholesale/Retail;Oct-49;www.cotswold-fayre.co.uk;2020;107.8;27.0;2.6;25.2;18.1;34.8;1.0
001C000001NsTLjIAN;Cotswold Fayre Ltd;14/09/15;12/10/17;certified;Food & Beverage;Consumer Products & Services;United Kingdom;West Berkshire;Theale;Wholesale/Retail;Oct-49;www.cotswold-fayre.co.uk;2017;83.5;20.6;0.0;25.6;13.7;23.6;2.0
001C000001NsTLjIAN;Cotswold Fayre Ltd;14/09/15;14/09/15;certified;Food & Beverage;Consumer Products & Services;United Kingdom;West Berkshire;Theale;Wholesale/Retail;Oct-49;www.cotswold-fayre.co.uk;2015;83.6;39.5;0.0;12.0;7.7;24.5;3.0
001C000001P6xc3IAB;The Alinker Inventions Ltd;05/05/17;27/07/20;certified;Sports Equipment, Toys & Accessories;Consumer Products & Services;Canada;British Columbia;Vancouver;Wholesale/Retail;01-Sep;www.thealinker.com;2020;96.0;31.3;16.8;9.5;16.3;22.0;1.0
001C000001P6xc3IAB;The Alinker Inventions Ltd;05/05/17;05/05/17;certified;Sports Equipment, Toys & Accessories;Consumer Products & Services;Canada;British Columbia;Vancouver;Wholesale/Retail;0;www.thealinker.com;2017;94.5;45.5;26.3;2.6;20.2;;2.0
001C000001Q2htFIAR;Catalyst Law, LLC;18/04/18;18/04/18;certified;Legal;Legal Services;United States;Oregon;Portland;Service with Minor Environmental Footprint;01-Sep;catalystlawllc.com;2017;103.5;45.5;9.3;9.7;15.8;23.2;1.0
001C000001Q4U9LIAV;Vert & Vogue;11/12/17;22/11/21;certified;Storefront;Retail;United States;North Carolina;Durham;Wholesale/Retail;01-Sep;www.vertandvogue.com;2021;81.0;19.4;4.5;21.0;15.8;20.2;1.0
001C000001Q4U9LIAV;Vert & Vogue;11/12/17;11/12/17;certified;Storefront;Retail;United States;North Carolina;Durham;Wholesale/Retail;01-Sep;www.vertandvogue.com;2017;91.4;38.9;0.0;23.9;10.8;17.8;2.0
0013b00001txBVkAAM;Social Impact Factory Utrecht;17/03/22;17/03/22;certified;Hospitality;Restaurant, Hospitality & Travel;Netherlands The;Utrecht;Utrecht;Service with Significant Environmental Footprint;01-Sep;www.socialimpactfactory.com;2020;81.1;20.0;12.5;15.0;13.6;19.8;1.0
001C000001gchieIAA;Kimso;03/04/18;03/04/18;certified;Sustainability Consulting;Business Products & Services;France;Île-de-France;Paris;Service with Minor Environmental Footprint;01-Sep;www.kimso.fr;2018;83.4;16.9;31.0;3.9;9.1;22.5;1.0
001C000001iuqXhIAI;Blanco Carrillo;30/07/19;30/07/19;certified;Legal;Legal Services;Mexico;Distrito Federal;CDMX;Service with Minor Environmental Footprint;01-Sep;www.blancocarrillo.com;2018;84.1;22.2;;10.3;17.0;34.5;1.0
001C000001VNOk1IAH;Danone Egypt;18/04/19;18/04/19;certified;Food & Beverage;Consumer Products & Services;Egypt;Cairo Governorate;Cairo;Manufacturing;1000;www.danone.com;2017;81.6;26.9;1.1;19.6;9.4;24.6;1.0
001C000001bW16OIAS;allplants;27/07/18;03/01/22;certified;Food & Beverage;Consumer Products & Services;United Kingdom;London;LONDON;Manufacturing;50-249;www.allplants.com;2021;101.3;19.2;2.6;38.4;16.1;24.9;1.0
001C000001bW16OIAS;allplants;27/07/18;27/07/18;certified;Food & Beverage;Consumer Products & Services;United Kingdom;London;LONDON;Manufacturing;Oct-49;www.allplants.com;2018;82.6;18.8;0.0;31.9;12.1;19.5;2.0
001C000001lPBitIAG;Viastory;07/12/20;07/12/20;certified;Marketing & Communications Services;Business Products & Services;Netherlands The;Limburg;MAASTRICHT;Service with Minor Environmental Footprint;01-Sep;www.viastory.com;2020;86.3;36.5;14.1;4.5;16.5;14.5;1.0
001C000001R0VLRIA3;August Public Inc;19/09/18;13/01/22;certified;Management and Financial Consulting;Business Products & Services;United States;New York;Brooklyn;Service with Minor Environmental Footprint;Oct-49;aug.co;2021;91.2;24.2;2.3;6.5;16.6;41.3;1.0
001C000001R0VLRIA3;August Public Inc;19/09/18;19/09/18;certified;Management and Financial Consulting;Business Products & Services;United States;New York;Brooklyn;Service with Minor Environmental Footprint;Oct-49;aug.co;2018;84.9;15.5;4.9;7.9;19.2;37.2;2.0
001C000001Jc732IAB;Sustainable Growth Associates GmbH;18/04/16;14/03/22;certified;Sustainability Consulting;Business Products & Services;Germany;Bavaria;Planegg / Munich;Service with Minor Environmental Footprint;0;www.sg-associates.eu;2021;118.1;53.0;30.6;20.2;14.2;;1.0
001C000001Jc732IAB;Sustainable Growth Associates GmbH;18/04/16;16/07/18;certified;Sustainability Consulting;Business Products & Services;Germany;Bavaria;Planegg / Munich;Service with Minor Environmental Footprint;0;www.sg-associates.eu;2017;84.1;34.4;33.4;3.2;13.0;;2.0
001C000001Jc732IAB;Sustainable Growth Associates GmbH;18/04/16;18/04/16;certified;Sustainability Consulting;Business Products & Services;Germany;Bavaria;Planegg / Munich;Service with Minor Environmental Footprint;0;www.sg-associates.eu;2016;80.3;37.8;20.5;10.8;11.2;0.0;3.0
001C000001XtSSRIA3;Charlotte's Web Holdings, Inc;27/08/20;27/08/20;certified;Home & Personal Care;Consumer Products & Services;United States;Colorado;Denver;Agriculture/Growers;250-999;www.charlottesweb.com;2019;92.8;18.7;3.7;32.6;16.0;21.8;1.0
001C000001cCWvXIAW;Banque Raiffeisen Région Genève Rhône;23/01/19;23/01/19;certified;Credit Provider;Financial Services;Switzerland;Canton of Geneva;Bernex;Service with Minor Environmental Footprint;Oct-49;www.raiffeisen.ch/region-geneve-rhone/fr.html;2018;114.4;43.4;12.7;6.8;17.6;33.7;1.0
001C000001R2LJaIAN;Group14 Engineering;17/05/16;08/10/18;certified;Architecture/Design/Planning;Building;United States;Colorado;Denver;Service with Minor Environmental Footprint;Oct-49;www.group14eng.com;2018;120.4;29.0;0.0;43.5;19.0;28.7;1.0
001C000001R2LJaIAN;Group14 Engineering;17/05/16;17/05/16;certified;Architecture/Design/Planning;Building;United States;Colorado;Denver;Service with Minor Environmental Footprint;Oct-49;www.group14eng.com;2016;121.1;26.5;0.0;45.4;19.8;29.3;2.0
001C000001MW20kIAD;Social Enterprise Finance Australia Ltd;21/07/15;03/10/18;certified;Other;Financial Services;Australia;New South Wales;Ultimo;Service with Minor Environmental Footprint;01-Sep;www.sefa.com.au;2017;106.2;26.0;37.0;5.6;18.7;18.8;1.0
001C000001MW20kIAD;Social Enterprise Finance Australia Ltd;21/07/15;21/07/15;certified;Other;Financial Services;Australia;New South Wales;Ultimo;Service with Minor Environmental Footprint;01-Sep;www.sefa.com.au;2015;122.0;44.3;32.0;5.7;20.9;18.9;2.0
001C000001fGxBdIAK;Biogran;30/09/19;30/09/19;certified;Food & Beverage;Consumer Products & Services;Spain;Madrid;Madrid;Manufacturing;50-249;www.biogran.es/en;2019;84.9;16.0;3.9;23.3;17.6;24.0;1.0
001C000001gcmyGIAQ;Danone Waters Germany;12/06/19;12/06/19;certified;Food & Beverage;Consumer Products & Services;Germany;Hesse;Frankfurt;Wholesale/Retail;50-249;www.danonewaters.de;2018;83.6;17.4;;25.8;15.7;24.6;1.0
001C000001SyHrWIAV;Managing A Sustainable Business, S.L.;23/03/16;15/10/21;certified;Sustainability Consulting;Business Products & Services;Spain;Madrid;Madrid;Service with Minor Environmental Footprint;01-Sep;www.mas-business.com;2020;107.6;29.5;23.9;12.4;18.8;22.7;1.0
001C000001SyHrWIAV;Managing A Sustainable Business, S.L.;23/03/16;08/05/18;certified;Sustainability Consulting;Business Products & Services;Spain;Madrid;Madrid;Service with Minor Environmental Footprint;01-Sep;www.mas-business.com;2018;106.5;30.6;25.0;4.4;15.2;31.2;2.0
001C000001SyHrWIAV;Managing A Sustainable Business, S.L.;23/03/16;23/03/16;certified;Sustainability Consulting;Business Products & Services;Spain;Madrid;Madrid;Service with Minor Environmental Footprint;01-Sep;www.mas-business.com;2016;100.2;26.4;25.5;6.1;13.3;28.9;3.0
0013b00001qofacAAA;Moda Sostenible RD;07/01/21;07/01/21;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Dominican Republic;Santo Domingo;santo domingo;Wholesale/Retail;01-Sep;www.modasosteniblerd.com;2020;94.4;24.8;1.4;42.3;9.6;16.1;1.0
0018000000OO2jDAAT;Better World Books;30/06/08;27/08/18;certified;Books & Media;Consumer Products & Services;United States;Indiana;Mishawaka;Wholesale/Retail;250-999;www.betterworldbooks.com;2018;114.7;39.5;9.2;32.2;15.6;17.9;1.0
0018000000OO2jDAAT;Better World Books;30/06/08;02/06/16;certified;Books & Media;Consumer Products & Services;United States;Indiana;Mishawaka;Wholesale/Retail;250-999;www.betterworldbooks.com;2016;114.0;44.0;10.1;27.2;15.5;17.2;2.0
0018000000OO2jDAAT;Better World Books;30/06/08;14/02/14;certified;Books & Media;Consumer Products & Services;United States;Indiana;Mishawaka;Wholesale/Retail;250;www.betterworldbooks.com;2014;113.0;40.6;7.5;31.1;13.0;20.6;3.0
0018000000OO2jDAAT;Better World Books;30/06/08;21/10/11;certified;Books & Media;Consumer Products & Services;United States;Indiana;Mishawaka;Wholesale/Retail;50-249;www.betterworldbooks.com;2011;122.4;39.0;11.7;23.1;17.3;31.1;4.0
001C000001Ui4dmIAB;North Coast Organics;30/08/16;23/01/20;certified;Home & Personal Care;Consumer Products & Services;United States;Indiana;FORT WAYNE;Manufacturing;01-Sep;www.northcoastorganics.us;2019;81.1;22.6;2.9;33.2;13.2;9.0;1.0
